id,title,content,date_str,year_abs,jd,am_day,source,language,category,url,data_hash
1198,"The Muisca Calendar: An approximation to the timekeeping system of the
  ancient native people of the northeastern Andes of Colombia","The aim of this project is to review and expand upon the model proposed by
Father Jose Domingo Duquesne de la Madrid (1745-1821) regarding the calendar of
the ancient Muisca culture of the central Colombia. This model was dismissed by
scholars in the late 19th century, calling it just a simple invention of a
clergyman; however, a detailed analysis of Duquesne's work shows that his
interpretation of the timekeeping system was based on information given to him
by indigenous informers. Based on his work, we can be derive somewhat
indirectly, some aspects of the calendar that apparently were not understood by
the priest. This confirms that such a system was not his own invention.
Ethnohistorical and archaeological evidence provide support for Duquesne's
calendar model. Massive Muisca ceremonies described by 16th century Spanish
chroniclers, is examined and; the occurrence of such ceremonies seem to match
the astronomical cycle of conjunctions of the planets Jupiter and Saturn, wich
also agrees with the 60-year span described by Duquesne as the Muisca Acrotom
Century. Archaeological artifacts, such as a carved stone found in the village
of Choachi (Cundinamarca) that shows numerical elements supports Duquesne's
model that suggests this stone was a calendar calculation tool for Muisca
priests.",2008-12-02,2008,2454802.5,716638.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0812.0574v3,a5940874f2653b8157f8e54b4119ea73
1083,The equations of medieval cosmology,"In Dantean cosmography the Universe is described as a series of concentric
spheres with all the known planets embedded in their rotation motion, the Earth
located at the centre and Lucifer at the centre of the Earth. Beyond these
""celestial spheres"", Dante represents the ""angelic choirs"" as other nine
spheres surrounding God. The rotation velocity increases with decreasing
distance from God, that is with increasing Power (Virtu'). We show that, adding
Power as an additional fourth dimension to space, the modern equations
governing the expansion of a closed Universe (i. e. with the density parameter
\Omega_0>1) in the space-time, can be applied to the medieval Universe as
imaged by Dante in his Divine Comedy. In this representation the Cosmos
acquires a unique description and Lucifer is not located at the centre of the
hyperspheres.",2008-12-23,2008,2454823.5,716659.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0812.4378v1,e88d5e1af9d528749436dcf6821aea88
1197,"Topography, astronomy and dynastic history in the alignments of the
  pyramid fields of the Old Kingdom","It is known since the 19 century that in the layout of the pyramid field of
the pharaohs of the 4 th Egyptian dynasty at Giza, a main axis exists. Indeed,
the south-east corners of these monuments align towards the site of the temple
of Heliopolis, which was plainly visible in ancient times. It was later
discovered that a similar situation occurs in the main pyramid field of the
subsequent dynasty at Abu Sir. Here, the northwest corners of three
chronologically successive pyramids again voluntarily align towards Heliopolis.
However, the temple was in this case not visible, due to the rock outcrop today
occupied by the Cairo citadel which blocks the view. In the present paper, a
interdisciplinary approach based on historical, topographical and
archaeoastronomical analysis is developed in an attempt at understanding such
peculiar features, which governed from the very beginning the planning of these
wonderful monuments. A general pattern actually arises, which appears to have
inspired the choice of the sites and the disposition on the ground of almost
all the funerary complexes of the kings during the Old Kingdom. In particular,
this pattern helps to explain the choices in the location of the funerary
complexes of Niuserre in Abusir and of Unas in Saqqara.",2009-03-08,2009,2454898.5,716734.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0903.1416v3,3a1c6368e4169635a4dad47be78650bc
1196,"Time, Space and Structure in Ancient India","Textual and archaeological sources are used to provide a synoptic vision of
the universe in India. This vision was based on an assumed equivalence of the
outer and the inner cosmoses and it is embodied in architecture, music, and
art. It provides an archaeoastronomical window on Indian monumental
architecture.",2009-03-18,2009,2454908.5,716744.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0903.3252v2,7ca8a4c1d9f3dacc547fed07cefc644f
1228,The Weak Force: From Fermi to Feynman,"Understanding of the weak force is traced from Fermi's theory of beta decay
to the V-A theory of the mid 1950's. The theoretical suggestion and
experimental confirmation of parity violation in the weak force is discussed.
Topics are presented chronologically, leaving room for biographical sketches
and introducing basic mathematical and physical concepts as needed.",2009-10-31,2009,2455135.5,716971.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0911.0058v1,68ddf6291f8d6743aeb1f356edf93ef9
1082,"The National Library of Argentina: exhibiting astronomy-related rare
  books","Astronomical and cosmological knowledge up to the dawn of modern science was
profoundly embedded in myth, religion and superstition. Many of these
inventions of the human mind remain today stored in different supports:
medieval engravings, illuminated manuscripts, and of course also in old and
rare books.",2009-11-02,2009,2455137.5,716973.5,arxiv,en,scientific_paper,http://arxiv.org/abs/0911.0298v1,740b2aa0856c1d26e4617d8ce84c379f
1195,An analysis of astronomical alignments of Greek Sicilian Temples,"In the eighth century BC something peculiar seems to happen on Sicily. The
archaeological record starts to show the arrival of Greek material culture. By
the fifth century BC the island is effectively 'Hellenised' and ancient
historians record the political and military action of poleis, Greek
city-states. Each polis has traditionally been seen as the offshoot of a city
elsewhere. Genealogies of cities ultimately end in cities found in the cities
of the Peloponnese and the Aegean. The 'Greek' identity of the Sicilian cities
is part of a wider debate on the concept of Identity in the ancient world. This
paper considers if there is a contribution archaeoastronomers can make to such
discussions by considering the alignments of Greek temples. Greek religion was
intimately related to notions of civic identity and what it meant to be
'Greek'. I propose a method of studying small samples of temples, which
combines both alignment analysis and historical context. Therefore it may be
possible that a study of the temples may yield useful information about
collective identities. However, as this method shows, the more ambiguous the
cultural data the less certain any astronomical patterns may be.",2010-01-21,2010,2455217.5,717053.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1001.3757v1,de6746d5642b874dd331d81864553833
1194,Reflexion on a method for Archaeology of technical machine,"This study is based on Roman wooden force pumps. It appears that they were
used in small numbers to raise water from wells, and more commonly as portable
pumps to fight fires. The force pump is attributed to Ctesibius of Alexandria
(fl. c.270 B.C.). The earlier examples were made in bronze, but the original
design was cleverly re-engineered in Roman times to make pumps easier and
cheaper to make and maintain, by cutting apertures in a large block of wood,
and making internal spaces pressure proof by plugging their extremities.
Eighteen wooden pumps have been found, mostly in wells, and remains of thirteen
survive. This study is based on examination of the remains, and of the reports
of the Perigueux pump (Dordogne, France). Archaeologists want to fully study
the pump, tacking into consideration its efficiency and the mechanical
calculations of the possible performance and of the manpower required to drive
it. Technical considerations affecting construction, operation, and performance
are discussed and requires connections with knowledge fields such as mechanics.
A detailed Report is provided on the pump, giving, so far as possible, a
complete description of it and all that is currently known about it. Moreover,
a model, size 1:1 of the pump had been built in order to validate the
hypothesis. This paper will present the different sides of the multi-expertise
for this archaeology and experimental archaeology validation.",2010-05-21,2010,2455337.5,717173.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1005.3903v1,8e96885878c7bb7eabf3659d871e05f8
1081,"History of Scientists? Elimination of Naive Beliefs about Movement - The
  testing of the theories of Galileo in his lifetime on board of a galley -","Throughout the early history of Science the heliocentric world model was
refused because it contradicted the thoughts of Aristotle and the medieval
""Impetus"" theory of movement. Even Galileo's sky observations did not lead to
any acceptance of the heliocentric model, because scientists derived from
Aristotle's physics that the earth was static. It was not until 1640 when
Gassendi proved the principle of inertia on a moving galley, as well as
Galileo's laws of free fall with a giant wheel that ""impetus-physics"" which
incorporated naive beliefs about movement was abandoned. To understand the
methods of calculating movement, novice students can be stitmulaed by using
these initial experiments based on the dynamics of a ship movement and not rely
on na\""ive approach. This can help novice students to attain a concept change
from na\""ive to scientific conceptions about movement. Modern students who
study movement were found to harbour many of the same naive beliefs as our
scientific forefathers. The history behind the elimination of these naive
beliefs is presented here in order to help encourage elimination of these naive
beliefs. Several studies found these naive beliefs to be held by novice
students today. These naive beliefs held in the Science of movement have posed
major problems for teaching novice students. Conflicting methods of modelling
these movements have been the source of much controversy over time as concepts
changed. Considering a conceptual change in history can be helpful in
education.",2010-08-25,2010,2455433.5,717269.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1008.4239v1,9b0c6b86f55544c5fccd0d841820577d
1227,A cognitive approach to the topography of the 12th dynasty pyramids,"The topography of the royal pyramids of the 12th dynasty is investigated in
its historical and chronological context, in order to highlight connections
between the architectural choices, the religious ideas and the traditions
inspiring the reign of the corresponding pharaohs. A close, explicit connection
with the double building projects carried out more than six centuries before by
Snefru at Dahshur and at Meidum-Seila comes out. This connection involved
geometry, perspective and astronomical alignments in the progressive planning
of the pyramidal complexes. In such a context, the architectural choices of the
last great king of the dynasty, Amenemhet III - who built two pyramids, one at
Dahshur and the other at Hawara - appear to be due mostly to symbolic, as
opposed to practical, reasons.",2010-11-09,2010,2455509.5,717345.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1011.2122v1,1970b85a35575039800454b9d631a3ac
1193,The astronomical orientation of the urban plan of Alexandria,"Alexander the Great founded Alexandria in 331 BC. The newly founded town was
conceived as an orthogonal grid based on a main longitudinal axis, later called
Canopic Road. We analyse here the astronomical orientation of the project and
propose that the main axis was deliberately oriented towards the rising sun on
the day of birth of Alexander the Great. The argument is admittedly speculative
as any Archaeoastronomy argument not backed up by written sources. However, it
is nested accurately into the archaeological records and into what is known on
the foundation of the town. Further, a topographical analysis is given to
sustain the thesis.",2011-03-04,2011,2455624.5,717460.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1103.0939v2,9f2dda0ef57bae7fb75d9218373565f8
1192,Reconstruction of ancient conceptual landscapes in the Nile Valley,"Conceptual landscapes in Egypt show a remarkable continuity - for as long as
2000 years - in the use of symbols and in the interplay between natural and
man-built features. Directionality, both in the sense of succession of elements
and of orientation of single buildings and tombs, plays a key role in governing
the landscape in accordance with the idea of ""cosmic"" order, which was the
basis of the temporal power of the pharaoh. Comparing satellite image with
local surveys and using simple web-based instruments for tracing visibility
lines helps in understanding connections and messages which were meant to be
clear and obvious in ancient times but may be lost, or forgotten, today. In
particular, the prominent role of astronomical and topographical alignments in
the planning of successive monuments comes out at sites like Abydos, Giza,
Dahshur and at Western Thebes. The way in which the same symbols and elements
were elaborated by the ""heretic"" pharaoh Akhenaten in planning the landscape of
his capital at Amarna is also highlighted.",2011-04-10,2011,2455661.5,717497.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1104.1785v1,5467de42fa06a1b44b514c64ba493805
1191,Digging down the past,"It is often stated that cosmology is an extreme form of archeology that deals
with aeons of time extending back to thousands of millions of years. One talks,
for instance, of relics of the early Universe, and phases in the history of the
Universe that resemble the division of phases in human development used by
archeologists to interpret the data they gather in the field. In this text we
shall analyze these ""linguistic"" similarities, and the differences between
these two scientific activities paying some attention on the role played by
their theoretical guidelines.",2011-10-20,2011,2455854.5,717690.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1110.4528v4,1b92631875aa6a1f00f475eff37f296e
1190,"Allan R. Sandage, 18 June 1926 - 13 November 2010","Allan Sandage was an observational astronomer who was happiest at a
telescope. On Hubble's sudden death Allan Sandage inherited the programmes
using the world's largest optical telescope at Palomar to determine the
distances and number counts of galaxies. Over many years he greatly revised the
distance scale and, on re-working Hubble's analysis, discovered the error that
had led Hubble to doubt the interpretation of the galaxies' redshifts as an
expansion of the universe. Sandage showed that there was a consistent age of
Creation for the stars, the elements, and the Cosmos. Through work with Baade
and Schwarzschild he discovered the key to the interpretation of the
colour-magnitude diagrams of star clusters in terms of stellar evolution. With
others he founded Galactic Archaeology, interpreting the motions and elemental
abundances of the oldest stars in terms of a model for the Galaxy's formation.
He published several fine atlasses and catalogues of galaxies and a definitive
history of the Mount Wilson Observatory.",2011-11-23,2011,2455888.5,717724.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1111.5646v1,1514ebf320ada7355f2e1baac49e1aff
1189,"The Astronomical Significance of 'Nilurallu', The Megalithic Stone
  Alignment at Muradoddiin Andhra Pradesh, India","The stone alignment 'Nilurallu' at Murardoddi is a megalithic monument
containing standing stones of 12 to 16 feet high that are arranged somewhat in
a squarish pattern. This is one of the stone alignments listed by Allchin
(1956) as a non-sepulchal array that might have some astronomical connotations.
This impressive stone alignment seems to be similar to that at Vibhuthihalli,
that was studied earlier, but constructed with much larger stones. The
observations conducted by us show that the rows of stones are aligned to the
directions of sunrise (and sunset) on calendrically-important events, like
equinoxes and solstices. In contrast to Vibhuthihalli, the shadows of stones
provide a means of measuring shorter intervals of time. Key words:
Observational astronomy, megalithic astronomy, stone alignments, equinoxes,
solstices, sunrises",2011-12-26,2011,2455921.5,717757.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1112.5814v1,ba7b7591e2c1e8699ca12e859fc4988e
1080,Building a Model Astrolabe,"This paper presents a hands-on introduction to the medieval astrolabe, based
around a working model which can be constructed from photocopies of the
supplied figures. As well as describing how to assemble the model, I also
provide a brief explanation of how each of its various parts might be used. The
printed version of this paper includes only the parts needed to build a single
model prepared for use at latitudes around 52{\deg}N, but an accompanying
electronic file archive includes equivalent images which can be used to build
models prepared for use at any other latitude. The vector graphics scripts used
to generate the models are also available for download, allowing customised
astrolabes to be made.",2012-02-07,2012,2455964.5,717800.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1202.2005v1,3d4598db21a0deb2f9723dbb2000cedd
1188,Orientations of linear stone arrangements in New South Wales,"We test the hypothesis that Aboriginal linear stone arrangements in New South
Wales (NSW) are oriented to cardinal directions. We accomplish this by
measuring the azimuths of stone arrangements described in site cards from the
NSW Aboriginal Heritage Information Management System. We then survey a subset
of these sites to test the accuracy of information recorded on the site cards.
We find a preference recorded in the site cards for cardinal orientations among
azimuths. The field surveys show that the site cards are reasonably accurate,
but the surveyors probably did not correct for magnetic declinations. Using
Monte Carlo statistics, we show that these preferred orientations did not occur
by chance and that Aboriginal people deliberately aligned these arrangements to
the approximate cardinal directions. We briefly explore possible reasons for
these preferred orientations and highlight the need for future work.",2012-09-02,2012,2456172.5,718008.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1209.0146v1,5bbc3c8c973347a7fc451cd178f2914c
1079,From Rome to the Antipodes: the medieval form of the world,"Here we discuss how some medieval scholars in the Western Europe viewed the
form of the world and the problem of the Antipodes, starting from the Natural
History written by Pliny and ending in the Hell of Dante Alighieri. From the
center of the Earth, Dante and Virgil came to the Antipodes: eventually, their
existence was accepted. Among the others, we will discuss the works of the
Venerable Bede and Sylvester the Second.",2012-11-13,2012,2456244.5,718080.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1211.3004v2,9eb59e457af764fde50fc55f2f3a1d6c
1078,"Sound and motion in the De Generatione Sonorum, a treatise by Robert
  Grosseteste","Here I am proposing a discussion of some parts of the De Generatione Sonorum,
one of the short treatises written by Robert Grosseteste. The main subject of
this treatise is the phonetics. However, sound and oscillations are shortly
described. Since Grosseteste discussed a phonetics based on the analogy with
motions and their combinations, we can find in this text some hints on how a
medieval scholar approached the description of motions.",2012-12-05,2012,2456266.5,718102.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1212.1007v1,eeaff24793bbbb023659cd658db0139b
1226,Astronomical arguments in Newton's Chronology,"In his Chronology, Newton uses astronomical ""evidence"" to support its extreme
rejuvenation of ancient times. These elements, having a scientific varnish,
provide some credibility to the work. They have been fiercely debated for a
century, with a gradual undermining of Newton's assumptions. However, this has
not dented the prestige of the English scientist.
  -----
  Dans sa Chronologie, Newton utilise des ""preuves"" astronomiques pour appuyer
son rajeunissement extreme des epoques anciennes. Ces elements, au vernis
scientifique, donnent une credibilite certaine a l'ensemble. Ils ont donc ete
aprement discutes, les debats sapant petit a petit les hypotheses du savant
anglais pour finalement porter un coup mortel a l'ensemble. Cela n'a toutefois
pas entame le prestige du savant anglais.",2012-12-20,2012,2456281.5,718117.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1212.4943v3,5b2fd34dd278e1505ff55ca22ad12ed1
1077,Robert Grosseteste's colours,"Here I am proposing a translation and discussion of the De Colore, one of the
short scientific treatises written by Robert Grosseteste. In this very short
treatise of the mid-1220s, Grosseteste continued the discussion on light and
colours he started in the De Iride. He describes two manners of counting
colours: one gives an infinity of tones, the other counts seven colours. In
both cases, colours are created by the purity or impurity of the transparent
medium when light is passing through it. This medieval framework survived until
Newton's experiments with prisms.",2012-12-27,2012,2456288.5,718124.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1212.6336v1,1bda91da5ed1d5f1527f9f0555062b3e
1225,Bricks and urbanism in the Indus Valley rise and decline,"The Indus Civilization, often denoted by its major city Harappa, spanned
almost two millennia from 3200 to 1300 BC. Its tradition reaches back to 7000
BC: a 5000 year long expansion of villages and towns, of trading activity, and
of technological advancements culminates between 2600 and 1900 BC in the
build-up of large cities, writing, and political authority; it emerges as one
of the first great civilizations in history. During the ensuing 600 years,
however, key technologies fall out of use, urban centers are depopulated, and
people emigrate from former core settlement areas. Although many different
hypotheses have been put forward to explain this deurbanization, a conclusive
causal chain has not yet been established. We here combine literature estimates
on brick typology, and on urban area for individual cities. In the context of
the existing extensive data on Harappan artifact find sites and put in their
chronological context, the combined narratives told by bricks, cities, and
spatial extent can provide a new point of departure for discussing the possible
reasons for the mysterious ""decline"".",2013-02-27,2013,2456350.5,718186.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1303.1426v2,a62823afdb3c513182a4e4af8a3d728e
1187,"Arhaeoastronomical analysis of Levinsadovka sacrificial complex (South
  Russia)","The article presents research data using arhaeoastronomical methods of
Levinsadovka settlement sacrificial complex in Northern Black Sea coast. In
this work, new method of accounting terrain elevations using topographic maps
was developed in arhaeoastronomical studies. Calculations of azimuths of the
sun and moon rise and set in the astronomically significant moments of the year
were made and astronomical regularities in the organization of the sacrificial
complex identified. Related to the moon directions, as the most dedicated,
identified. Revealed that the stone tools and fragments, used as sacrifices,
mark the direction to the northern minor standstill moonrise. A similar
situation was found on two archaeological sites: in Bezymennoye II settlement
South sanctuary and in Pustynka settlement religious building. Drawing on
ethnographic and folklore data, it is concluded about semiotic connection of
stone tools, found in these religious constructions, with the ""thunderstones""
and meteorites.ut semiotic connection of stone tools, found in these religious
constructions, with the ""thunderstones"" and meteorites.",2013-03-04,2013,2456355.5,718191.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1303.1153v4,c1ef3252a297fc726b69143e1aac45e1
1186,"Astronomical Orientations of Bora Ceremonial Grounds in Southeast
  Australia","Ethnographic evidence indicates that bora (initiation) ceremonial sites in
southeast Australia, which typically comprise a pair of circles connected by a
pathway, are symbolically reflected in the Milky Way as the 'Sky Bora'. This
evidence also indicates that the position of the Sky Bora signifies the time of
the year when initiation ceremonies are held. We use archaeological data to
test the hypothesis that southeast Australian bora grounds have a preferred
orientation to the position of the Milky Way in the night sky in August, when
the plane of the galaxy from Crux to Sagittarius is roughly vertical in the
evening sky to the south-southwest. We accomplish this by measuring the
orientations of 68 bora grounds using a combination of data from the
archaeological literature and site cards in the New South Wales Aboriginal
Heritage Information Management System database. We find that bora grounds have
a preferred orientation to the south and southwest, consistent with the Sky
Bora hypothesis. Monte Carlo statistics show that these preferences were not
the result of chance alignments, but were deliberate.",2013-05-04,2013,2456416.5,718252.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1305.0881v1,8ce5a57eb62f51f411096befc0a0c97f
1185,Prehistoric sanctuaries in Daunia,"Daunia is a region in northern Apulia with many interesting archaeological
sites, particularly of the Neolithic and Bronze Age. Beginning from the fifth
millennium BC, the farmers living in the wide plain of Daunia dug hypogea and
holes in sites that could be considered prehistoric sanctuaries. The
characteristics of the rows of holes indicate a ritual use, and the
archaeologists tend to exclude other applications, such as post holes and
cultivations. The rows have possibly an astronomical orientation, and in the
sanctuary discovered near Ordona, some stars of the Centaurus-Crux group (may
be alpha Centauri itself) could have been used as targets. In past centuries,
astronomers and scholars have remarked this spectacular region of the sky, and
its possible relevance for the ancient civilizations was pointed out for
example by G.V. Schiaparelli in 1903. In his work on the astronomy in the Old
Testament, he mentioned in particular the observations of the astronomer W.S.
Jacob and of other scholars. It would be probably worth to make simulations in
order to reproduce the 'Jacob effect', that is the diffused light (a sort of
faint twilight) produced by such very rich stellar region of the sky.",2013-06-25,2013,2456468.5,718304.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1306.5893v1,50d48ecd6df192a5a61f72a991add625
1184,Astronomical orientations in sanctuaries of Daunia,"Prehistoric sanctuaries of Daunia date back several thousand years. During
the Neolithic and Bronze Age the farmers in that region dug hypogea and holes
whose characteristics suggest a ritual use. In the present note we summarize
the results of the astronomical analysis of the orientation of the row holes in
three different sites, and we point out the possible use of the setting of the
stars of Centaurus. An interesting archaeological confirmation of an
archaeoastronomical prediction is also reported.",2013-07-08,2013,2456481.5,718317.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1307.1964v1,c098326b6c1cda69fea8178b8cf4d5b1
1224,Cardano v Tartaglia: The Great Feud Goes Supernatural,"Many of the stories surrounding the famous sixteenth century feud between
Girolamo Cardano and Niccolo Tartaglia are completely unsupported by the
historical record. In particular, stories that have Tartaglia aiding and
abetting Cardano's arrest for heresy are chronologically impossible.",2013-08-09,2013,2456513.5,718349.5,arxiv,en,scientific_paper,http://arxiv.org/abs/1308.2181v5,96fe8232338ee24e06118861c7713f44
